,Causal Phrase,Sentiment
2656,Nice quality nice products nice sound thanks,POSITIVE
2657,audio could have been better best,POSITIVE
2658,product value of money sound Quality very good,POSITIVE
2659,nice product full money value with digital sound,POSITIVE
2660,sound quality it is great,POSITIVE
2661,good WiFi connectivity awesomesound,POSITIVE
2662,awesome product this range VALUE OF MONEYGood sound,POSITIVE
2663,Nice product sound quality is best,POSITIVE
2664,Nice product for value sound i great,POSITIVE
2665,sound was excellent value for the budget,POSITIVE
2666,nice sound quality super product thanks,POSITIVE
2667,worth for money sound quality is very good,POSITIVE
2668,quality awesome sound ok,POSITIVE
2669,value of money low price smart TV awesome sound quality,POSITIVE
2670,very good product value for moneysound is,POSITIVE
2671,is Best Sound ExcellentPrice,POSITIVE
2672,Good sound clear good pictur quality,POSITIVE
2673,sound quality very nice conectivity fast,POSITIVE
2674,very value for money excellent sound,POSITIVE
2675,value for moneygreat picture ðð»sou,POSITIVE
2676,great product on great price awesome sound,POSITIVE
2677,best TV for this price segment awesome sound,POSITIVE
2678,awesome pictures quality good sound,POSITIVE
2679,superb tv best tv ever this price superb sound,POSITIVE
2680,This is a best product best sound,POSITIVE
2681,Bluetooth doesn't work with soundbar,NEUTRAL
2682,sound system awesome thanks,POSITIVE
2683,good sound quality very good connectivity mostly ok,POSITIVE
2684,great budget smart TV has good sound quality,POSITIVE
2685,good sound good quality worth,POSITIVE
2686,sound quality is good worth,POSITIVE
2687,product sound kwality very good,POSITIVE
2688,amazingThis price is very low of productSound quality,NEGATIVE
2689,performance are good sound,POSITIVE
2690,audio quality is very good such a very nice,POSITIVE
2691,amazing qualitySound,POSITIVE
2692,Superb TV Sound Quality,POSITIVE
2693,sound quality ok ok not good,POSITIVE
2694,Sound is bad pictures quality,NEGATIVE
2695,Product is awesome sound quality superb,POSITIVE
2696,Excellent tv with amazing sound quality,POSITIVE
2697,connectivity is good sound,POSITIVE
2698,Super parfomuse nice volume,POSITIVE
2699,sound overall it is good in this budget,POSITIVE
2700,Super quality super sound,POSITIVE
2701,Awesome product outstanding quality of sound,POSITIVE
2702,looking nice sound,POSITIVE
2703,Sound SprPicture sprConnectivity okBest,NEUTRAL
2704,Sound quality is poor And also Cast problem,NEGATIVE
2705,product sound quality,NEUTRAL
2706,soundSuper displaGood,NEUTRAL
2707,i like this product    nice sound quality,POSITIVE
2708,Sound Quality with Good,POSITIVE
2709,Very nice product sound quality asom pic quality best,POSITIVE
2710,Best productSound,POSITIVE
2711,Super tv with super sound,POSITIVE
2712,Very good productAwesome sound quality,POSITIVE
2713,good sound,POSITIVE
2714,imagesGood sound,NEUTRAL
2715,great soundpicture clarity iam happy,POSITIVE
2716,value of money excellent sound,POSITIVE
2717,a nice product with Amazing Sound,POSITIVE
2718,sound all good,POSITIVE
2719,quality nice sound,POSITIVE
2720,good product sale by mi great pictures quality great sound,POSITIVE
2721,"very nice clearity, very nice sound",POSITIVE
2722,Not good build quality sound quality,NEGATIVE
2723,Facing problem with the sound,NEGATIVE
2724,awesome quality best quality sound,POSITIVE
2725,nice product nice quality sound,POSITIVE
2726,sound to good in this price thank,POSITIVE
2727,aweesome mi tv nice clearity awesome sound,POSITIVE
2728,very good sound in the best,POSITIVE
2729,amazing TV good sound good pictures quality,POSITIVE
2730,good tv for the price good sound,POSITIVE
2731,nice tv sound quality excellent,POSITIVE
2732,connectivity problem + poor sound,NEGATIVE
2733,good time to reach sound,POSITIVE
2734,range sound quality,NEUTRAL
2735,sound clarity Nice connectivity super,POSITIVE
2736,nice sound ful I love this TV       Thank,POSITIVE
2737,Sound quality : again awesome,POSITIVE
2738,NICE TV AND PICTURE AND SOUND BEST,POSITIVE
2739,Good product good sound quality,POSITIVE
2740,SOUND QUALOTY IS AMAZING AND NICE,POSITIVE
2741,good sound,POSITIVE
2742,value of money sound quality is best,POSITIVE
2743,don't have any issue about lagging or delay in sound,NEGATIVE
2744,sound is little bit bad,NEGATIVE
2745,LED TV 4A PRO TV IS THE BEST SOUND,POSITIVE
2746,who installed who donât know how to connect audio,NEUTRAL
2747,sound quality excellent,POSITIVE
2748,sound excellent overall best,POSITIVE
2749,worth for Price it has good sound quality,POSITIVE
2750,nice model with best price sound,POSITIVE
2751,SOUND IS AWESOME AND EVERYTHING IS BETTER,POSITIVE
2752,Simply to say Value for money awesome sound,POSITIVE
2753,"led tv is best product  , best Price sound",POSITIVE
2754,good sound system,POSITIVE
2755,sound qualityBest,NEUTRAL
2756,Good sound quality worth,POSITIVE
2757,sound is ok,POSITIVE
2758,product nice sound,POSITIVE
2759,sound quality is good,POSITIVE
2760,TV's Bluetooth doesn't connected to my bluetooth speaker,NEUTRAL
2761,sound just ok price range,POSITIVE
2762,for money sound quality is good,POSITIVE
2763,very good sound qulty is very excellent,POSITIVE
2764,getnice sound,NEUTRAL
2765,sound good,POSITIVE
2766,sound - good connectivity - very very bad or poor,NEGATIVE
2767,Sound quality is very nice I loved it thank,POSITIVE
2768,Awesome product Excellent sound,POSITIVE
2769,superb tv vth nice sound,POSITIVE
2770,Awesome worthable for money amazing sound,POSITIVE
2771,Excellent TV for small room great sound,POSITIVE
2772,"budget tv, with good Sound quality",POSITIVE
2773,for money sound quality is very good,POSITIVE
2774,super tv sound quality,POSITIVE
2775,great product nice sound quality,POSITIVE
2776,sound quality is good,POSITIVE
2777,sound could be better,POSITIVE
2778,SOUND QUALOTY IS AMAZING AND NICE,POSITIVE
2779,awesome product with good sound,POSITIVE
2780,sound is awesome good,POSITIVE
2781,very small issue is that sound,NEUTRAL
2782,Good product ððð sound qual,POSITIVE
2783,The TV SOUND LITTLE BLURRY not clear,NEGATIVE
2784,Nice TV nice sound,POSITIVE
2785,UI is excellentSound is average,NEUTRAL
2786,Sound quality is good,POSITIVE
2787,sound system is awesome everyone buy this product,POSITIVE
2788,Sound quality is not good,NEGATIVE
2789,Sound related,NEUTRAL
2790,tv best aption sound,POSITIVE
2791,good sound,POSITIVE
2792,Picture is NiceSound is an average,NEUTRAL
2793,Pictures quality is good sound quality is best,POSITIVE
2794,Connectivity clarity good Sound clarity,POSITIVE
2795,sound quality best,POSITIVE
2796,"loved it , working fine clarity sound",POSITIVE
2797,sound quality also far better,POSITIVE
2798,option in this priseBut sound is not good,NEGATIVE
2799,Sound quality is very poor,NEGATIVE
2800,TV very good product thank you Flipkart sound quality,POSITIVE
2801,fine assume picture colity sound,POSITIVE
2802,Value for money Chromecast could be betterSound,POSITIVE
2803,value for money sound could be better,POSITIVE
2804,speakers are good enough,POSITIVE
2805,sound so happy,POSITIVE
2806,sound quality Best,POSITIVE
2807,Sound is really superb,POSITIVE
2808,outstanding also sound,POSITIVE
2809,awesome sound quality best,POSITIVE
2810,sound is not good,NEGATIVE
2811,sound is fineJust ok,POSITIVE
2812,best sound quality,POSITIVE
2813,Very Good ProducedSound Best,POSITIVE
2814,Resolution is really good  sound quality is fine,POSITIVE
2815,good TV with good sound,POSITIVE
2816,good sound,POSITIVE
2817,VFM FOR SUREEXCELLENT DISPALY AND SOUND QUALITY,NEUTRAL
2818,nice sound,POSITIVE
2819,superb sound quality,POSITIVE
2820,value of money sound is awsome,POSITIVE
2821,Wall mount stand not available with TVSound out put,NEUTRAL
2822,connectivity sound quality is good,POSITIVE
2823,good sound,POSITIVE
2824,quality is very good sound,POSITIVE
2825,great tv performance very gud sound quality is awesome,POSITIVE
2826,sound clear,POSITIVE
2827,product sound also very good,POSITIVE
2828,sound quality would be,NEUTRAL
2829,sound quality super good,POSITIVE
2830,sound is also good,POSITIVE
2831,product sound quality is superb,POSITIVE
2832,Very Nice TV set with Great sound quality,POSITIVE
2833,love this Mi 4a led superb sound quality,POSITIVE
2834,is better in that caseNice sound,POSITIVE
2835,sound is great worth,POSITIVE
2836,Android TV good sound quality,POSITIVE
2837,audio quality is poor,NEGATIVE
2838,good quality picturesgood sound,POSITIVE
2839,good sound quality,POSITIVE
2840,problem is after 3 -4 month have a sound,NEGATIVE
2841,excellent Android smart LED TV misound quality super,POSITIVE
2842,slow response on voice command,NEUTRAL
2843,Good  picture Coulety sound,POSITIVE
2844,sound is good,POSITIVE
2845,the sound quality is worst,NEGATIVE
2846,it's awesome but sound is like medium but that's fine,POSITIVE
2847,good sound not good you must by mi TV speakers,POSITIVE
2848,Sound quality is little poor,NEGATIVE
2849,sound quality good,POSITIVE
2850,sound quality just awesome,POSITIVE
2851,Good quality pictures sound quality,POSITIVE
2852,sound quality is poor,NEGATIVE
2853,sound speakers quality,NEUTRAL
2854,GoodSound Quality,NEUTRAL
2855,sound is just ok,POSITIVE
2856,quality sound ð supe,NEUTRAL
2857,always an issue when syncing with my bluetooth speakers,NEUTRAL
2858,Sound quality is also nice,POSITIVE
2859,Sound quality is worst getting disturbance,NEGATIVE
2860,nice sound,POSITIVE
2861,sound quality very good,POSITIVE
2862,sound quality is slightly bad,NEGATIVE
2863,good product good quality sound,POSITIVE
2864,Good display sound,POSITIVE
2865,Sound super,POSITIVE
2866,nice sound,POSITIVE
2867,Sound quality is very poor,NEGATIVE
2868,Only Sound is not upto mark,NEUTRAL
2869,sound are very nice,POSITIVE
2870,Sound quality is very poor,NEGATIVE
2871,sound quality is poor sone,NEGATIVE
2872,good tv  good view good sound,POSITIVE
2873,it is best LED tv sound,POSITIVE
2874,Large enough for a homeGood sound,NEUTRAL
2875,sound Nice,POSITIVE
2876,Sound good,POSITIVE
2877,nice product sound quality,POSITIVE
2878,audio clearance amazing with affordable,POSITIVE
2879,quality sound quality also good,POSITIVE
2880,Everything is good sound And picture,POSITIVE
2881,sound quality also good worth,POSITIVE
2882,quality are very good sound,POSITIVE
2883,awesome sound quality superb,POSITIVE
2884,good sound,POSITIVE
2885,Awesome quality sound ð is fantasti,POSITIVE
2886,best tv at this range superb sound,POSITIVE
2887,awesome tv with good sound,POSITIVE
2888,sound everything is perfect,POSITIVE
2889,good picturegood sound,POSITIVE
2890,sound ok,POSITIVE
2891,pictures good sound good osm,POSITIVE
2892,Excellent product with great sound,POSITIVE
2893,very good TV Great sound quality,POSITIVE
2894,the sound quality is excellent,POSITIVE
2895,awesome sound quality,POSITIVE
2896,sound quality awesome,POSITIVE
2897,sound is bit low,NEGATIVE
2898,sound quality AWESOME,POSITIVE
2899,sound quality is awesome,POSITIVE
2900,speaker quality is poor,NEGATIVE
2901,"awesome picture,sound",POSITIVE
2902,sound is not so good,NEGATIVE
2903,good picture sound,POSITIVE
2904,Sound is good,POSITIVE
2905,Outstanding product with amazing sound clarity,POSITIVE
2906,Good Quality Smart TV with good sound,POSITIVE
2907,issue with only beep sound,NEUTRAL
2908,Super good sound attractive,POSITIVE
2909,product sound pic everything ok,POSITIVE
2910,sound quality is good,POSITIVE
2911,sound quality a liitle low,NEGATIVE
2912,sound is good nice,POSITIVE
2913,good clearity very good sound,POSITIVE
2914,is good sound is superb,POSITIVE
2915,awesome Mi led tv sound quality is good,POSITIVE
2916,awesome tv in this range but sound quality,POSITIVE
2917,good sound good quality,POSITIVE
2918,sound quality thanks,POSITIVE
2919,sound quality are quite awesome,POSITIVE
2920,Volume is really impressive in fact,POSITIVE
2921,Excellent Tv nice sound,POSITIVE
2922,ality Colour contrast is awesome,POSITIVE
2923,sound quality is best,POSITIVE
2924,the sound quality is very nice,POSITIVE
2925,sound performance good,POSITIVE
2926,Sound excellent,POSITIVE
2927,sound are good happy,POSITIVE
2928,Best sound,POSITIVE
2929,value for moneySound display all r ok satisfy,POSITIVE
2930,Sound is also nice,POSITIVE
2931,nice sound quality,POSITIVE
2932,sound quality is excellent,POSITIVE
2933,sound is not good above average,NEGATIVE
2934,Realme is best for built quality sound great,POSITIVE
2935,sound is excellent,POSITIVE
2936,sound also vary good,POSITIVE
2937,in miracast the video speed doesn't match with the sound,NEUTRAL
2938,backward option while playing audi,POSITIVE
2939,Sound quality is ok,POSITIVE
2940,Good sound,POSITIVE
2941,good quality TVSound system,POSITIVE
2942,to use pen drive video sound quality very worst music,NEGATIVE
2943,sound qualityðð I am happy with mi tv go,POSITIVE
2944,music is superb,POSITIVE
2945,After 1 month sound quality very bad,NEGATIVE
2946,also sound is not high is Bluetooth connection,NEUTRAL
2947,Nice sound quality,POSITIVE
2948,decent TV with good sound quality,POSITIVE
2949,for middle class range with good sound,POSITIVE
2950,sound quality is very nice,POSITIVE
2951,while connecting to USB there is a problem in sound,NEGATIVE
2952,excellent sound quality,POSITIVE
2953,sound both are excellent,POSITIVE
2954,sound quality is little bit low,NEGATIVE
2955,nice sound quality unsatisfied,POSITIVE
2956,like good sound volume best product quality,POSITIVE
2957,sound is not up to the mark  chromecast not working,NEUTRAL
2958,cons sound quality is not upto the mark,NEUTRAL
2959,"	Sound is excellent",POSITIVE
2960,MI TV's DTS technology is awesome,POSITIVE
2961,the sound also very nice,POSITIVE
2962,sound is very good,POSITIVE
2963,sound is decent quality worth,POSITIVE
2964,"very nice pic quality ,sound",POSITIVE
2965,sound quality is good in this budget,POSITIVE
2966,audio is very poor,NEGATIVE
2967,sound is good,POSITIVE
