,0,1,2
2097,good,Connectivity is very poor either Chromecast or wifi,NEGATIVE
2098,sound,worst connectivity,NEGATIVE
2099,using,Not a miracast including only crom cast  and usb plug bad only two months working,NEGATIVE
2100,for,Screen mirroring has issue earlier after software update its working,NEUTRAL
2101,last,am unable to insert usb drive,NEUTRAL
2102,3,connection is vry poor,NEGATIVE
2103,months,Connectivity is a little bit slow,NEUTRAL
2104,great,WiFi) is bit slow,NEUTRAL
2105,product,good connectivity,POSITIVE
2106,by,it's connectivity is bit slow,NEUTRAL
2107,mi,one only connectivity issue,NEUTRAL
2108,i,Screen Mirroring options not working,NEUTRAL
2109,love,bad connectivity and bad network speed,NEGATIVE
2110,this,Connectivity problem worst,NEGATIVE
2111,good,chromecast feature work very nice,POSITIVE
2112,picture,Also bad connectivity in mobile  screen mirroring,NEGATIVE
2113,quality,good connectivity,POSITIVE
2114,display,am facing a problem with screen mirroring,NEGATIVE
2115,colour,Connecting( screen mirroring)problem,NEUTRAL
2116,quality,so connectivity not good,NEGATIVE
2117,is,bed products mobile casting not properly,NEUTRAL
2118,poor,Very poor connectivity while screen mirroring,NEGATIVE
2119,as,Mobile casting problem,NEGATIVE
2120,compared,Connectivity is little bit poor,NEGATIVE
2121,to,not properly connected with mobile,NEUTRAL
2122,sony,it doesn't showing my mobile local videos,NEUTRAL
2123,43,screen mirroring is not working,NEUTRAL
2124,inch,watching TV shows via Cable connection  voice clarity so bad,NEGATIVE
2125,android,often get error saying Poor connectivity while I can stream,NEGATIVE
2126,good,having issue when trying to ise Google cast screen,NEUTRAL
2127,picture,casting not working,NEUTRAL
2128,quality,connectivity is very poor not working Chromecast,NEGATIVE
2129,also,facing mobile casting (Screen mirroring) issue,NEUTRAL
2130,amazing,Cast screen is an issue,NEUTRAL
2131,mind,"connectivity is so poor,please improve",POSITIVE
2132,blowing,"want screen mirroring, its didn't working very bad connectivity",POSITIVE
2133,tov,Screen mirroring with mobile phone is sometimes having bit complicated,NEUTRAL
2134,is,d screen casting probl,NEUTRAL
2135,very,connectivity is very poor when connected to mobile hotspot,NEGATIVE
2136,nice,screen mirroring doesn't work as expected,NEUTRAL
2137,good,connectivity is very bad screen mirroring,NEGATIVE
2138,picture,CONNECTIVITY IS AWESOME AND CASTING IS A SUPERB,POSITIVE
2139,quality,little bit problem while connecting with mirror casting,NEGATIVE
2140,best,worst connectivity issue with Bluetooth,NEGATIVE
2141,sound,connectivity is tooo poor,NEGATIVE
2142,but,But need help with screen mirroring,POSITIVE
2143,installation,connectivity  problem,NEGATIVE
2144,process,External Hard drive don't work,NEGATIVE
2145,is,bad condition on screen mirroring,NEGATIVE
2146,very,connectivity problem wifi problem so sad,NEGATIVE
2147,poor,connectivity is biggest problem,NEGATIVE
2148,nice,screen mirroring connectivity problem don't buy this TV,NEGATIVE
2149,sound,issue with the connectivity,NEUTRAL
2150,effects,Voice instruction is having issue when connected usb drive,NEUTRAL
2151,and,TV does not support all Bluetooth audio devices3,NEGATIVE
2152,image,mobile connectivity is awesome overall good,POSITIVE
2153,clarity,Casting Connection Problem,NEGATIVE
2154,very,connectivity is very poor also not casting,NEGATIVE
2155,nice,Only problem to connect the usb pendrive,NEGATIVE
2156,mi,it not support screen mirroring directlyit little bit complicated,NEGATIVE
2157,to,don't buy this product internet connectivity is not working properly,NEUTRAL
2158,a,one problem in it that the hdmi,NEGATIVE
2159,pro,TV's Bluetooth doesn't connected to my bluetooth speaker,NEUTRAL
2160,worth,screen mirroring the connectivity is very poor,NEGATIVE
2161,for,connectivity problem,NEGATIVE
2162,money,also bluetooth connection is too poor,NEGATIVE
2163,good,Bluetooth connectivity is poor,NEGATIVE
2164,product,requires internet best,POSITIVE
2165,awesome,screen mirroring option is very bad,NEGATIVE
2166,picture,bluetooth connection bad,NEGATIVE
2167,quality,good sound good wifi connectivity,POSITIVE
2168,nice,poor pic sounds connectivity  waste of money,NEGATIVE
2169,product,run on 8mbps broadband connection very easily,POSITIVE
2170,good,some connectivity issue like mirror cast you can find problem,NEGATIVE
2171,picture,Nice Android TV excellentð,POSITIVE
2172,quality,connectivity good Total good Tv is best,POSITIVE
2173,super,casting or screen mirrioing does not happen properly,NEUTRAL
2174,and,the connectivity is poor like sometimes wifi disconnected,NEGATIVE
2175,good,connectivity issue  google cast problem to cast we need,NEGATIVE
2176,product,poor WIFI connectivity,NEGATIVE
2177,very,connectivity issues like casting screen totally disappointed,NEGATIVE
2178,nice,Once I had problem with auto play in HDMI,NEGATIVE
2179, Picture Display,There is casting issue tooMain problem,NEGATIVE
2180,so,Bluetooth connectivity is very slow,NEUTRAL
2181,very,there's a small connectivity problem using screen casting,NEGATIVE
2182,good,smart mirrored not working properlySome tyme not catch wifi,POSITIVE
2183,really,cable net bad,NEGATIVE
2184,tov,Only problem facing with sundirect tv connection,NEGATIVE
2185,is,Excellent mobile,POSITIVE
2186,awesome,connectivity is very poor working,NEGATIVE
2187,pictures,screen mirroring is bad,NEGATIVE
2188,quality,"Connectivity is not so ok, every time I got problem connecting my Bluetooth devices",NEGATIVE
2189,good,"e, but need to fix the Bluetooth delayed output ",NEGATIVE
2190,sound,Best TV very nice connectivity,POSITIVE
2191,is,connecting or slow for wifi,NEUTRAL
2192,more,Connectivity is very poor,NEGATIVE
2193,than,Con is wifi is very poor for mobile hotspot,NEGATIVE
2194,enough,Bluetooth connectivity is very poor,NEGATIVE
2195,connectivity,is good everything is fine only issue with connectivity. Chromecast don't work,POSITIVE
2196,is,don't expect for internet using,NEUTRAL
2197, Ghatiya,while connecting wireless display it will not working,NEUTRAL
2198,tov,also bluetooth headphones works great,POSITIVE
2199,bluetooth,other devices on wifi,NEUTRAL
2200,doesn,usb data slow,NEUTRAL
2201,i,featuresBut screen casting very very bad,NEGATIVE
2202,work,bluetooth very bad,NEGATIVE
2203,with,connectivity is little bit poor,NEGATIVE
2204,soundbarvideo,Connectivity of Chromecast is very poor,NEGATIVE
2205,shuts,Screen mirror or screen Casting  not working,NEUTRAL
2206,without,.There is a problem when connecting cast screen perfectl,NEGATIVE
2207,reason,Chromecast connection is very very bad,NEGATIVE
2208,proper,Awesome ResolutionQuick Connection with WiFi APGreat,POSITIVE
2209,testing,Connectivity is awsome nice fast,POSITIVE
2210,done,screen cast is very poor connectivity,NEGATIVE
2211,nice,connectivity very poor screen mirroring not working,NEGATIVE
2212,product,Screen mirror using mobile not working,NEUTRAL
2213,picture,I'm having issue on mirror casting,NEUTRAL
2214,is,chromecast connection bad,NEGATIVE
2215,good,Very poor features of cast screen,NEGATIVE
2216,sound,screen mirroring problem is being occured with samsung mobile,NEGATIVE
2217,is,bad since wireless connection,NEGATIVE
2218,good,doesn't work well on mirror casting!,NEGATIVE
2219,and,all TV having screen mirroring problem,NEGATIVE
2220,also,best performance with net connection,POSITIVE
2221,good,cast screen not working,NEUTRAL
2222,connectivity,slow net connection screen mirroring is not working,NEUTRAL
2223,value,screen mirroring quiet problem,NEGATIVE
2224,of,connectivity is very nice thank,POSITIVE
2225,money,mobile mirroring connection bad,NEGATIVE
2226,nice,Mirror casting problem,NEGATIVE
2227,product Picture,Mirror casting with phone is not working,NEUTRAL
2228,quality,wifi connectivity is poor,NEGATIVE
2229,is,Bluetooth connectivity is very bad,NEGATIVE
2230,amazing,some problems in mirror casting,NEGATIVE
2231,sound,Mi kindly help to resolves screen Mirroring problem,POSITIVE
2232,is,little bit problem in casting,NEGATIVE
2233,good,works good with MI Devices,POSITIVE
2234,one,facing casting issue,NEUTRAL
2235,to,awesome experience good to children's by using WiFi,POSITIVE
2236,i,awesome tvconnectivity is good,POSITIVE
2237,amazing,I don't know why some people raised issue of connectivity,NEUTRAL
2238,screen,Connectivity of Bluetooth is not poor,POSITIVE
2239,cast,poor tuning when connect the cable TV,NEGATIVE
2240,function,not very good connectivity,NEGATIVE
2241,is,issue is with connectivity. Its Difficult to cast the screen from mobile,NEGATIVE
2242,worst,accessing internet is bit slow,NEUTRAL
2243,not,casting is very poor,NEGATIVE
2244,connected,very poor connectivity between mobile,NEGATIVE
2245,directly,connectivity is so poor for Bluetooth its so slow,NEGATIVE
2246,superb,Wifi connectivity is very poor,NEGATIVE
2247,view,cast screen connection problem and wifi connection problem,NEGATIVE
2248,picture,screen mirroring not working without internet,NEUTRAL
2249,clarity,mi TV is having WiFi connection issue,NEUTRAL
2250,very,"But, Connectivity is bad with WiFi",NEGATIVE
2251,good,mobile performance is excellent,POSITIVE
2252,awesome,connect network problem USB problem not connecting,NEGATIVE
2253,value,Connectivity is excellent,POSITIVE
2254,for,handsome price gud connectivity,POSITIVE
2255,money,little bit connectivity problem,NEGATIVE
2256,picture,only problem is wifi getting disconnected,NEGATIVE
2257,quality,Connectivity is note good,POSITIVE
2258,good,overall review is okok The WiFi connectivity is poor,NEGATIVE
2259,nice,I find a lot connectivity issue. The chrome cast especially has poor connectivity,NEGATIVE
2260,performance,But connectivity little bit problem,NEGATIVE
2261,value,A bit disappointed by Netflix,NEGATIVE
2262,of,Bluetooth connect just small problem,NEGATIVE
2263,money,One thing need to improve is chrome casting,POSITIVE
2264,nice,"Severe issues with connectivity, netflix prime does not work",NEGATIVE
2265,to,best in price android tv,POSITIVE
2266,value,Bluetooth connectivity Need to improve,POSITIVE
2267,for,have good WiFi connection you get better,POSITIVE
2268,money,wireless connectivity is not good,NEGATIVE
2269,picture,you connect bluetooth mouse your voice command wont work,NEUTRAL
2270,quality,super mi android TV full in nice,POSITIVE
2271,is,1st Xiaomi let us know the true value of mobile,POSITIVE
2272,good Screen,nnection.that,NEUTRAL
2273,casting,pro super working net connectivity,POSITIVE
2274,can,Because this TV don't have Screen cast (screen mirroring) option,NEUTRAL
2275,be,"chromecast issue, wifi connection issue android problem, cable tv tuning worst",NEGATIVE
2276,far,screen mirror work only WiFi not working,NEUTRAL
2277,better,cast screen process is little bit difficult,NEGATIVE
2278,good,screen mirroring not working,NEUTRAL
2279,picture,little bit connectivity problem,NEGATIVE
2280,and,connectivity is very poor,NEGATIVE
2281,audio,Poor connectivity,NEGATIVE
2282,quality,connectivity is poor,NEGATIVE
2283,colour,Issue with screen mirroring,NEUTRAL
2284,contrast,Connectivity issue,NEUTRAL
2285,is,Screen mirroring(cast) is lagging is the only problem,NEGATIVE
2286,awesome,Wifi connectivity is very poor,NEGATIVE
2287,overall,Ethernet port was not working also screen casting,NEUTRAL
2288,best,WiFi connectivity is very poor,NEGATIVE
2289,in,miracast works,NEUTRAL
2290,segment,poor connectivity,NEGATIVE
2291,very,connectivity is too bad,NEGATIVE
2292,nice,Also facing multiple issues with Bluetooth connectivity,NEUTRAL
2293,product,always an issue when syncing with my bluetooth,NEUTRAL
2294,good,connectivity issue,NEUTRAL
2295,picture,one problem is there Connectivity on Miracast to mobile,NEGATIVE
2296,quality,Connectivity with WiFi is excellent when we have good,POSITIVE
2297,nice,Internet connectivity issue,NEUTRAL
2298,good,Av connection problem,NEGATIVE
2299,picture,has sim supporting modem(dongle plug) then it should be,POSITIVE
2300,quality,casting works fine,POSITIVE
2301,money,connectivity is superb,POSITIVE
2302,smart,Major problem - Connectivity,NEGATIVE
2303,tov,The wifi don't support 5Ghz band,NEGATIVE
2304,processor,Start up time is high also connectivity,NEUTRAL
2305,is,Casting was Confusing Unable,NEGATIVE
2306,good,cast screen featune doesn't work,NEUTRAL
2307,picture,Miracast is very bad working on mi tv 4a pro,NEGATIVE
2308,quality,Wireless connectivity is poor,NEGATIVE
2309,is,youtube casting didn't face any problem,POSITIVE
2310,best,It doesn't require any internet connection,NEUTRAL
2311,considering,connectivity is very poor. Screen mirroring is also poor,NEGATIVE
2312,the,Miracast is not connected properly,NEUTRAL
2313,price,mobile connectivity is very poor,NEGATIVE
2314,over,Only connection problem,NEGATIVE
2315,a,Connectivity has no issues . Chromecast works great,POSITIVE
2316,nice,The Chromecast is freezing and internet is also slow,NEGATIVE
2317,buy,connectivity is little bit slow,NEUTRAL
2318,very,Connectivity to screen mirroring not working,NEUTRAL
2319,good,screen mirroring is too damn slow,NEGATIVE
2320,clear,Android Interface --- GoodScreen Casting,NEUTRAL
2321,picture,casting connectivity is bad,NEGATIVE
2322,thank,build quality does not support screen mirroring for any device,NEGATIVE
2323,u,having few issues while mirror casting,NEUTRAL
2324,filpkart,Mi tv has connectivity problem via cable,NEGATIVE
2325,good,poor connection capability,NEGATIVE
2326,product,Even Wifi is connected youtube not able to connect,NEUTRAL
2327,super,wireless connection very poor,NEGATIVE
2328,screen,cast screen not upto mark,NEUTRAL
2329,or,connectivity is excellent casting,POSITIVE
2330,super,There is a major issue with Wi-Fi connection,NEUTRAL
2331,had,Edit:  Google assistant is not working properlyCasting,NEUTRAL
2332,quality,WiFi connection is very slow,NEUTRAL
2333,mind,connectivity is ok sounds good this is the best,POSITIVE
2334,blowing,little bit issues with connectivity,NEUTRAL
2335,product,Screen casting Is not working,NEUTRAL
2336,nice,very nice quality 1 problem USB not complete working,POSITIVE
2337,product Delivered,connectivity is bit slow,NEUTRAL
2338,on,Screen mirroring issue,NEUTRAL
2339,time Sound,Casting problem,NEGATIVE
