,0,1,2,,
2668,...Best performance and battery.,Best performance and battery,NEUTRAL,,
2669,...good bettery,good bettery,NEUTRAL,,
2670,"...battery backup is super, cam quality is avarage, display performance",battery backup is super,POSITIVE,,
2671,...very Nice product and will get all feature which are already their in high cost cell phone also got good RAM and battery backup.,will get all feature which are already their in high cost cell phone also got good RAM and battery backup,POSITIVE,,
2672,...Amazing color &  battery is more time use......,battery is more time use,NEUTRAL,,
2673,...best on budgetgreat battery life,great battery life,NEUTRAL,,
2674,...nice phone and battery is very  powerful,battery is very  powerful,POSITIVE,,
2675,"...awesome purchase in 2020..awesome camera, awesome battery life, awesome performance.. REDMI 8 is better",awesome battery life,POSITIVE,,
2676,...battery is powerfulðª  screen size is goo,battery is powerful,NEUTRAL,,
2677,"...Great mobile, awesome battery backup. Really good for day to day use. Not a camera",awesome battery backup,POSITIVE,,
2678,...very good mobile ðð battery very go,very good mobile ðð battery very go,POSITIVE,,
2679,...good battery,good battery,NEUTRAL,,
2680,...Best phone for this price range! The battery is long lasting and charges very fast.Great features such,battery is long lasting,NEGATIVE,,
2681,...nice product good cameragood battery backupvalue of money,good battery backup,POSITIVE,,
2682,"...Nice mobile in budget, battery performance too good",battery performance too good,POSITIVE,,
2683,...nice mobile my favourite nice camera quality nice battery,nice mobile my favourite nice camera quality nice battery,POSITIVE,,
2684,"...great battery life, good look and feelbut sluggish performance",great battery life,POSITIVE,,
2685,...great phone at this price. and battery back up is superb..,battery back up is superb,NEUTRAL,,
2686,...Great battery backup. It last more than a day.My father loves,Great battery backup,POSITIVE,,
2687,...nice mobile at the given costbattery is excellentdisplay is goodcamera is good but little,battery is excellent,POSITIVE,,
2688,"...Battery life is good, front camera is not good",Battery life is good,POSITIVE,,
2689,...it's value for money handset...Battery is today's big issue & this handset battery is good..,Battery is today's big issue,POSITIVE,,
2690,"...outstanding device in this price and best battery backup ,speed, and performance... thanks redmi",best battery backup,POSITIVE,,
2691,...batery backup is very really good,batery backup is very really good,POSITIVE,,
2692,...average camera quality good performanceextremely good battery backupuser interface good,extremely good battery backup,POSITIVE,,
2693,...good battary capacity  very quick delivery thanks to flipcart,good battary capacity  very quick delivery thanks to flipcart,POSITIVE,,
2694,...value for money... battery life is awesome. best phone in this range  i gifted to my,battery life is awesome,POSITIVE,,
2695,...battery backup is good,battery backup is good,POSITIVE,,
2696,...Superb phonenyc camera Battery backup very good.,Battery backup very good,POSITIVE,,
2697,"...at this price, I recommend to go for it. The battery easily last for 2 days. Camera clarity is awesome though can't",The battery easily last for 2 days,POSITIVE,,
2698,...such a nice phone with 7999.. awesome battery backup also..go and. uy,awesome battery backup also,POSITIVE,,
2699,...battery life is good ..camera is ok .. performance is ok..,battery life is good,POSITIVE,,
2700,...super budget mobile i like type c port 5000mah big battery4gb 64gb excellent storage device phone,super budget mobile i like type c port 5000mah big battery,POSITIVE,,
2701,...feel like u taking a brick on ur pocket.battery life is good otherwise nothing it.price is less but,battery life is good,POSITIVE,,
2702,...Mid-range mobile with great battery,Mid-range mobile with great battery,POSITIVE,,
2703,...use for Normal person. Look is very good. Battery is very good. Work well in every normal use. Not for,Battery is very good,POSITIVE,,
2704,...experience + Amazing photo editor tools+ Good battery backup+ Mega booster sound system- Slow Processing,Good battery backup,POSITIVE,,
2705,...nice phone.. Battery very good.,Battery very good,POSITIVE,,
2706,...nice phone and good battery backup  I got it 7999,good battery backup  I got it 7999,POSITIVE,,
2707,...good camera and good battery,good battery,POSITIVE,,
2708,...Best budget mobile.. Good battery backup.. Avarage camera clarity and best display,Good battery backup,POSITIVE,,
2709,...Exllent battery,Exllent battery,NEUTRAL,,
2710,...Exllent battery,Exllent battery,NEUTRAL,,
2711,...PACKAGE MOBILE.  phone performance is great. excellent battery life. I charge my phone 3 times a week. and I'm,excellent battery life,POSITIVE,,
2712,...good battery,good battery,NEUTRAL,,
2713,...good batry,good batry,NEUTRAL,,
2714,...Awesome battery backup ??,Awesome battery backup ??,NEUTRAL,,
2715,...ð·niceðððð ..pH working very smooth and easy.. battery life is good..I love,sy.. battery life is,POSITIVE,,
2716,...Hey guys just go for it if no gaming and better battery and also better for parents but better choose,better battery,POSITIVE,,
2717,...super battery backup,super battery backup,NEUTRAL,,
2718,...mobile is good battery good performance i love redmi and flipkart,mobile is good battery good performance i love redmi,POSITIVE,,
2719,...battery backup is good.but display graphic ppi less than 400 so,battery backup is good,NEUTRAL,,
2720,...Very Good product & battery is good,battery is good,POSITIVE,,
2721,...request . Display quality is very low . Battery performance is good . Camera quality is poor . Network connectivity,Battery performance is good,NEGATIVE,,
2722,...VERY GOOD PRODUCT. .BATERY IS NICE,BATERY IS NICE,POSITIVE,,
2723,...Fabulous design....excellent battery with fast charging,excellent battery with fast charging,NEUTRAL,,
2724,....Every One Can Buy this Product. Camera & Battery Of this phone is better performance But Processor is Cheap Quality.But Sti,& Battery Of this phone is better performan,POSITIVE,,
2725,...Amazing battery.. it's like marathon....! coming to performance,Amazing battery,POSITIVE,,
2726,...this is sooo smoth phon.....very nice bettary...i am gift my pappa...my pappa so happy,very nice bettary,POSITIVE,,
2727,"...Battery back up is good, but add and promo is tagged too much which",Battery back up is good,POSITIVE,,
2728,...battery backup very good.awesome phone in this budget. value for,battery backup very good,POSITIVE,,
2729,...recieved a defective product 1st time.. battery was draining too fast. upon complaining they replaced it with,battery was draining too fast,NEGATIVE,,
2730,"...good performance in this price segment, battery backup is good 2 day battery life",battery backup is good 2 day battery life,POSITIVE,,
2731,"...best budget phone, good battery life",good battery life,POSITIVE,,
2732,...low budget excellent mobile.battery is super.I love mi mobile,battery is super,POSITIVE,,
2733,...thankyou flipkart for fast deliveryvery nice phone good battery backup and camera is goodgreat mobile under 8k,very nice phone good battery backup and camera is good,POSITIVE,,
2734,...nice battery,nice battery,NEUTRAL,,
2735,...redmi 8 good mobile camera clarity in good battery life awesome,redmi 8 good mobile camera clarity in good battery life awesome,POSITIVE,,
2736,...a standard phone.camera is not good but battery is so strong.i like this mobile.,battery is so strong,POSITIVE,,
2737,...Verry good handset Battery backup   excellent,Battery backup   excellent,POSITIVE,,
2738,"...nice camera, good battery backup",good battery backup,POSITIVE,,
2739,...thanks flipkart this is very good product ...battery is long life..,battery is long life,POSITIVE,,
2740,...thanks flipkart this is very good product ...battery is long life..,battery is long life,POSITIVE,,
2741,...value of ð° it's all functions are simple & battery backup is good, battery backup is goo,POSITIVE,,
2742,...camera is not good. but battery is awesome,battery is awesome,POSITIVE,,
2743,...quality super but camera quality bad and low battery back up,low battery back up,NEGATIVE,,
2744,...buying because of following reasons:1. Great battery backup.2. Perfect value for money.3. Type C support,Great battery backup,POSITIVE,,
2745,"...awesome work, battery life good",battery life good,POSITIVE,,
2746,...A very much impressive phone with awesome battery life and good display. Performance is very sensitive,A very much impressive phone with awesome battery life,POSITIVE,,
2747,...amazing phone... battery is awesome... performance is average...camera is good,battery is awesome,POSITIVE,,
2748,...started hanging bt camera quality is goodslow chargingworst packing of productunsatisfied with,slow charging,NEUTRAL,,
2749,...battery is very gooddisplay is goodbut camera is bit disappointing,battery is very good,NEGATIVE,,
2750,...nice phone. good battery life,good battery life,POSITIVE,,
2751,"...good phone and battery ,camera good ... processor is good but according to money","battery ,camera good",POSITIVE,,
2752,...good camera Long battery life looking phone se wow,good camera Long battery life looking phone se wow,POSITIVE,,
2753,...Nice battery Nice Camera,Nice battery,POSITIVE,,
2754,...Nice phone under 8K Camera is good...Battery backup very good...Nice design...Good looking...over all,Battery backup very good,NEUTRAL,,
2755,...good battery backup,good battery backup,NEUTRAL,,
2756,"...Best phone I have ever seen in low budget, has long battery life and best for gamers",has long battery life,POSITIVE,,
2757,...battery is so long and well performance,battery is so long,POSITIVE,,
2758,...nice phone..and good battery.ï¿½,good battery,POSITIVE,,
