Causal Phrase,Sentiment,,
Battery is very good,POSITIVE,,
I gifted to my Mother nice phone for daily use nice battery,POSITIVE,,
battery is really great,POSITIVE,,
Awesome phone and battery,NEUTRAL,,
battery backup is excellent,POSITIVE,,
battery backup is too good,POSITIVE,,
Battery back up is goo,POSITIVE,,
battery backup is osam,NEUTRAL,,
Thanks Flipkart nice bettery backup,POSITIVE,,
there is a battery charging issue in the phone as well as the screen is also not working properly,NEGATIVE,,
Battery life is great,POSITIVE,,
good mobile with good battery,POSITIVE,,
Nice battery back up,NEUTRAL,,
It's been over a week almost I think I have use my charger only 3 to 4 times because of great battery backup,POSITIVE,,
best battery backup,POSITIVE,,
battry lasts one day,POSITIVE,,
good battery,POSITIVE,,
awesome battery backup,NEUTRAL,,
Battery was awesome,POSITIVE,,
Battery backup is awesome,NEUTRAL,,
Battery is fantastic,NEGATIVE,,
good battery Ty so much,POSITIVE,,
My only suggestion for redmi is to bundle fast charger with the box,POSITIVE,,
best battery backup,POSITIVE,,
battery backup also good,NEGATIVE,,
battery is awesome,POSITIVE,,
battery back up is very good,POSITIVE,,
performance battery quality very good,POSITIVE,,
battery backup is so good,POSITIVE,,
Long bettery life,POSITIVE,,
xlent battery,NEUTRAL,,
nice phone with big battery,NEUTRAL,,
battery backup is excellent,POSITIVE,,
Awesome ð jhakkas  camera is so good battery backup goo,POSITIVE,,
battery is best,POSITIVE,,
battery is also best,POSITIVE,,
battery performance is good,NEUTRAL,,
sound quality is good battery back up good,POSITIVE,,
battery is very good,NEUTRAL,,
battery is excellent,POSITIVE,,
battery back up awesome,POSITIVE,,
battery backup and call quality is good,POSITIVE,,
value of money gd battery performance,NEUTRAL,,
Battery is also awesome,POSITIVE,,
good battery backup,POSITIVE,,
Best performance and battery,NEUTRAL,,
good bettery,NEUTRAL,,
battery backup is super,POSITIVE,,
will get all feature which are already their in high cost cell phone also got good RAM and battery backup,POSITIVE,,
battery is more time use,NEUTRAL,,
great battery life,NEUTRAL,,
battery is very  powerful,POSITIVE,,
awesome battery life,POSITIVE,,
battery is powerful,NEUTRAL,,
awesome battery backup,POSITIVE,,
very good mobile ðð battery very go,POSITIVE,,
good battery,NEUTRAL,,
battery is long lasting,NEGATIVE,,
good battery backup,POSITIVE,,
battery performance too good,POSITIVE,,
nice mobile my favourite nice camera quality nice battery,POSITIVE,,
great battery life,POSITIVE,,
battery back up is superb,NEUTRAL,,
Great battery backup,POSITIVE,,
battery is excellent,POSITIVE,,
Battery life is good,POSITIVE,,
Battery is today's big issue,POSITIVE,,
best battery backup,POSITIVE,,
batery backup is very really good,POSITIVE,,
extremely good battery backup,POSITIVE,,
good battary capacity  very quick delivery thanks to flipcart,POSITIVE,,
battery life is awesome,POSITIVE,,
battery backup is good,POSITIVE,,
Battery backup very good,POSITIVE,,
The battery easily last for 2 days,POSITIVE,,
awesome battery backup also,POSITIVE,,
battery life is good,POSITIVE,,
super budget mobile i like type c port 5000mah big battery,POSITIVE,,
battery life is good,POSITIVE,,
Mid-range mobile with great battery,POSITIVE,,
Battery is very good,POSITIVE,,
Good battery backup,POSITIVE,,
Battery very good,POSITIVE,,
good battery backup  I got it 7999,POSITIVE,,
good battery,POSITIVE,,
Good battery backup,POSITIVE,,
Exllent battery,NEUTRAL,,
Exllent battery,NEUTRAL,,
excellent battery life,POSITIVE,,
good battery,NEUTRAL,,
good batry,NEUTRAL,,
Awesome battery backup ??,NEUTRAL,,
sy.. battery life is,POSITIVE,,
better battery,POSITIVE,,
super battery backup,NEUTRAL,,
mobile is good battery good performance i love redmi,POSITIVE,,
battery backup is good,NEUTRAL,,
battery is good,POSITIVE,,
Battery performance is good,NEGATIVE,,
BATERY IS NICE,POSITIVE,,
excellent battery with fast charging,NEUTRAL,,
& Battery Of this phone is better performan,POSITIVE,,
Amazing battery,POSITIVE,,
very nice bettary,POSITIVE,,
Battery back up is good,POSITIVE,,
battery backup very good,POSITIVE,,
battery was draining too fast,NEGATIVE,,
battery backup is good 2 day battery life,POSITIVE,,
good battery life,POSITIVE,,
battery is super,POSITIVE,,
very nice phone good battery backup and camera is good,POSITIVE,,
nice battery,NEUTRAL,,
redmi 8 good mobile camera clarity in good battery life awesome,POSITIVE,,
battery is so strong,POSITIVE,,
Battery backup   excellent,POSITIVE,,
good battery backup,POSITIVE,,
battery is long life,POSITIVE,,
battery is long life,POSITIVE,,
battery backup is goo,POSITIVE,,
battery is awesome,POSITIVE,,
low battery back up,NEGATIVE,,
Great battery backup,POSITIVE,,
battery life good,POSITIVE,,
A very much impressive phone with awesome battery life,POSITIVE,,
battery is awesome,POSITIVE,,
slow charging,NEUTRAL,,
battery is very good,NEGATIVE,,
good battery life,POSITIVE,,
"battery ,camera good",POSITIVE,,
good camera Long battery life looking phone se wow,POSITIVE,,
Nice battery,POSITIVE,,
Battery backup very good,NEUTRAL,,
good battery backup,NEUTRAL,,
has long battery life,POSITIVE,,
battery is so long,POSITIVE,,
good battery,POSITIVE,,
"good mobile under 8k, looking also very good , battery  aslo best",POSITIVE,,
awesome battery,POSITIVE,,
battery is very fantastic,POSITIVE,,
battery is so powerful,NEUTRAL,,
looks is good bettery is good,POSITIVE,,
Super battery backup,NEUTRAL,,
battery backup is too good,POSITIVE,,
best battery,POSITIVE,,
Awesome product in this price good battery,POSITIVE,,
battery is Awesome,POSITIVE,,
Redmi 8 is Good Product  value for money 5* Good Battery Backup 5000mah,POSITIVE,,
long lasting battery,POSITIVE,,
strong battery,POSITIVE,,
Battery life is too good,POSITIVE,,
battery is average,NEGATIVE,,
big battery,NEUTRAL,,
Excellent battery backup,POSITIVE,,
awesome battery,POSITIVE,,
"very good battery backup of this mobile,I think it is snapgram process is very low then how to taken good performance",POSITIVE,,
battery backup really good,POSITIVE,,
good phone nic battery,NEUTRAL,,
battery performance is gd ï¿½,NEUTRAL,,
Good phone amazing battery life,POSITIVE,,
Battery backup is good,POSITIVE,,
Good performance nice battery back,POSITIVE,,
So you need to buy a fast charger,NEUTRAL,,
battery performance is too good,POSITIVE,,
battery performance good,POSITIVE,,
mobile is good display good battery good camera good I am happy,POSITIVE,,
awesome battery,NEUTRAL,,
excellent battery performance,POSITIVE,,
excellent battery performance,POSITIVE,,
battery is good,POSITIVE,,
super battery backup,NEUTRAL,,
Best phone for good battery life,POSITIVE,,
veru strong battery very fast delivery iam proud of fkrt,POSITIVE,,
Good battery life,NEUTRAL,,
good battery,POSITIVE,,
battery life awesome,POSITIVE,,
battery backup is good,POSITIVE,,
enjoy fast charging,POSITIVE,,
excellent battery backup,NEUTRAL,,
best battery,NEUTRAL,,
Good battery life,NEUTRAL,,
Battery backup is good,NEUTRAL,,
Nice phone and battery back up,NEGATIVE,,
battery backup is also too good,POSITIVE,,
very good show lasting battery,POSITIVE,,
Battery will last for 3 days for normal usage,POSITIVE,,
Phone's performance is average battery is quite good in this price range,POSITIVE,,
battry backup is too good,POSITIVE,,
battery back very good,POSITIVE,,
This mobile battery is 5000 MAH,NEUTRAL,,
superb battery back up,NEUTRAL,,
his battery backup is superb,POSITIVE,,
back up battery very fantastic,POSITIVE,,
good battery,POSITIVE,,
has a good battery life sustaining upto 2 days without charge,POSITIVE,,
Battery back up is Awasome,POSITIVE,,
battery is very bad,NEGATIVE,,
good mobile for this price best battery back up extrordnary mobile,POSITIVE,,
battery backup is excellent,POSITIVE,,
battery  backup is nice,NEUTRAL,,
not avalable fast charger in box,POSITIVE,,
Battery could have been better,POSITIVE,,
battery life very good,POSITIVE,,
battery backup is too good,POSITIVE,,
Battery is Better,POSITIVE,,
Best mobile in 8000/-all features avilable in best sounds and battery life,POSITIVE,,
good battery backup,POSITIVE,,
Battery backup is very good,POSITIVE,,
battery is good,POSITIVE,,
battery performance is really so good,POSITIVE,,
Battery is good,NEGATIVE,,
battery backup is also tooo good,NEUTRAL,,
very good battery life,POSITIVE,,
value for moneyð° nice  performance ðgood battery li,POSITIVE,,
battery is good,POSITIVE,,
Battery is good,POSITIVE,,
good battery capacity,POSITIVE,,
battery -very good,NEUTRAL,,
Battery backup is nice,POSITIVE,,
battery life is good,NEGATIVE,,
battery life is excellent,POSITIVE,,
Good phone with bigger battery,NEUTRAL,,
good battery backup etc,POSITIVE,,
"very good phone, battery so good",POSITIVE,,
fast charging,POSITIVE,,
battery and others setting are good,POSITIVE,,
battery is good,NEGATIVE,,
battery backup is good,POSITIVE,,
nice battery bakucp,NEUTRAL,,
battery backup is good,POSITIVE,,
charging is very slow,NEGATIVE,,
mobile is good battery backup good condition very good,NEGATIVE,,
battery backup is good,POSITIVE,,
good modiles good battery,POSITIVE,,
good battery backup,POSITIVE,,
amazing battery life,POSITIVE,,
Good display size and battery back up,POSITIVE,,
osm mob& battery backup,POSITIVE,,
good battery backup ð,POSITIVE,,
good battery performance,NEUTRAL,,
camera quality very bad  display quality good battery backup good,POSITIVE,,
Product is good battery backup is mast,POSITIVE,,
best battery,POSITIVE,,
battery is awesome,POSITIVE,,
Excellent battery life,NEGATIVE,,
battery is good,POSITIVE,,
Best mobile redmi 8 battery is good job processor very good,POSITIVE,,
nyc camera and battery,NEUTRAL,,
Battery performance good,POSITIVE,,
Good battery life,NEUTRAL,,
Superb Battery backup,POSITIVE,,
awesome battery life,POSITIVE,,
you have to purchase an 18 watt fast charger for fast charging your phone,NEUTRAL,,
battery backup is good,POSITIVE,,
battery is awesome,POSITIVE,,
nice phone  nice battery,POSITIVE,,
Excellent Battery Backup,NEUTRAL,,
awesome battery,POSITIVE,,
actually 4000mah  battery gives good battery backup,NEGATIVE,,
battary is good,POSITIVE,,
battery performance is too good,NEUTRAL,,
Excellent Battery,NEUTRAL,,
battery life is best,POSITIVE,,
this mobile is awesome because his battery and ram excellent ï¿½,POSITIVE,,
Battery Backup Excellent,POSITIVE,,
battery is good,NEUTRAL,,
redmi 8mobile good battery bakup,POSITIVE,,
Good battery life,NEUTRAL,,
Good battery life,NEUTRAL,,
mobile phone is very good battery life is very good,NEGATIVE,,
battery backup is awosme,NEUTRAL,,
battery is ok,POSITIVE,,
battery is very good backup,POSITIVE,,
battery is superb,POSITIVE,,
big battery,POSITIVE,,
"this product has one good thing ,its huge battery",POSITIVE,,
overall very good ph with Big bttry,POSITIVE,,
Battery performance is good,NEUTRAL,,
very good battery backup,POSITIVE,,
Happy nice mobile good camera good battery,POSITIVE,,
good battery back up,NEUTRAL,,
battery life is good,POSITIVE,,
Battery backup superb,POSITIVE,,
nice phone in this range nice camera quality nice  battery backup nice design over all good quality for this budget,POSITIVE,,
superb thing is that BIG BATTERY of this mobile,POSITIVE,,
battery life is amazing,POSITIVE,,
Best battery backup,POSITIVE,,
Battery backup is very good,POSITIVE,,
nice phone with big battery ðï¿½,NEUTRAL,,
goob battery,NEUTRAL,,
Super battery,NEUTRAL,,
big bettery,POSITIVE,,
very good battery backup,POSITIVE,,
8000 rs budget segment long battery,NEUTRAL,,
super backup battery,NEUTRAL,,
Battery Backup Is Awesome,POSITIVE,,
all other features are good battery life is awesome camera also good nice performance,POSITIVE,,
So battery lasts all the day long,NEUTRAL,,
Awesome great battery backup,POSITIVE,,
battery performance is very good,POSITIVE,,
"NICE PRODUCT, BATTERY",POSITIVE,,
Battery is awesome,NEUTRAL,,
Awesome battery,POSITIVE,,
Superb battery,NEUTRAL,,
super performance good battery life,POSITIVE,,
good mobile phone good battery backup,POSITIVE,,
fast battery draining battery,NEUTRAL,,
battery backup is very good,POSITIVE,,
battery backup is very good,POSITIVE,,
good battery life,NEUTRAL,,
Super battery also camera so good,POSITIVE,,
Battery backup is good,POSITIVE,,
battery and display is awesome,POSITIVE,,
battery back up good,POSITIVE,,
Battery capacity good looking also beautiful,POSITIVE,,
battery lasts for about 40 hours after one month,NEUTRAL,,
battery backup is also good,POSITIVE,,
best battery,NEUTRAL,,
nyc battery backup,NEUTRAL,,
fast charger,NEUTRAL,,
Very nice product best battery since,POSITIVE,,
fast charger available this box,NEUTRAL,,
nice phone with great battery backup,POSITIVE,,
good product and battery life,NEUTRAL,,
supar camera and bettry,NEUTRAL,,
Good battery backup,NEUTRAL,,
nice product good battery life,POSITIVE,,
Nice battery backup,NEUTRAL,,
Nice battery backup,NEUTRAL,,
battery backup very good,POSITIVE,,
Battery Backup super,POSITIVE,,
Battery Is Amazing,POSITIVE,,
product is best battery life good,POSITIVE,,
good product good battery backup,POSITIVE,,
battery backup is best,POSITIVE,,
great battery backup  I really happy with this phone really too good phone it's value for money phone,POSITIVE,,
Battery & processor is low grade,NEGATIVE,,
nice look nd battery with outstanding camera,POSITIVE,,
Very long battery life,POSITIVE,,
battery is long time low price is better mobile,POSITIVE,,
after using 4 days i am reviewing it that it battery lasts for more than 2 dsys after moderate usage,POSITIVE,,
superb baterry backup,POSITIVE,,
Awesome Battery,POSITIVE,,
Good Mobile with fentastic camera and battery,NEUTRAL,,
"Good Camera, Battery",POSITIVE,,
no fast charge normal charging time,NEUTRAL,,
battery backup is very good,POSITIVE,,
battery is nice,NEGATIVE,,
battery is nice,NEGATIVE,,
this phone battery back up good,POSITIVE,,
Battery was soo amazing good,POSITIVE,,
when mob fully charged it will become   long lasting backup sinc 3day on single charge,NEGATIVE,,
great phone amazing battery,POSITIVE,,
Battery backup very good,NEUTRAL,,
long-lasting battery gets charged within 35 minutes with c,POSITIVE,,
very good camera and battery backup,POSITIVE,,
Battery back up is very good,POSITIVE,,
Battery is very good,POSITIVE,,
battery is too good,POSITIVE,,
"excellent phone 8,000 low amazing look super battery backup over all super",POSITIVE,,
a budget phone with a decent battery life,POSITIVE,,
Fast Charging,NEUTRAL,,
battery backup is very nice,POSITIVE,,
battery performance is good,NEUTRAL,,
performance excellent camera average battery good display good value for money,POSITIVE,,
super battery wroth of money,NEUTRAL,,
Battery draining very fast,NEGATIVE,,
Excellent battery backup,POSITIVE,,
great battery backup,POSITIVE,,
battery is good,POSITIVE,,
